itemid,shopid,productname,image,currency,stock,status,sold,historical_sold,liked_count,view_count,catid,cmt_count,flag,cb_option,item_status,price,price_before_discount,show_discount,raw_discount,discount,tier_variations,tier_variations_type,tier_variations_count,rating_avg,rating_total,rating_count,rating_count_with_context,rating_count_with_image,item_type,is_on_flash_sale,show_free_shipping,shopee_verified,product_url,snapshot_date,row_id
6543991657,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple AirPods with Charging Case 2nd gen",a256a89d3b7b4b80224e768d9ff6fdff,VND,1200,1,170,10270,25376,300411,100013,4060,268959746,0,normal,320000000000,439000000000,27,27,27%,,,1,4.9119170984455955,4060,"4060, 40, 15, 33, 111, 3861",2174,1900,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-AirPods-with-Charging-Case-2nd-gen-i.88201679.6543991657,2021-08-16,287
7743986580,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple AirPods Pro",5b0ee8b80d604dd93e2b77278b770928,VND,708,1,150,8889,5855,174705,100013,3317,268959746,0,normal,490000000000,739000000000,34,34,34%,,,1,4.86483217417599,3318,"3318, 59, 23, 37, 107, 3092",1625,1325,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-AirPods-Pro-i.88201679.7743986580,2021-08-16,288
6360756336,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPhone 12 Pro Max 128GB",2dd923298ba0685a2288af4ae443c51c,VND,115,1,115,2452,5173,450749,100013,918,268959746,0,normal,2829000000000,3399000000000,17,17,17%,"Silver, Graphite, Gold, Pacific Blue",Color,4,4.887665198237886,918,"918, 11, 3, 13, 27, 864",472,400,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPhone-12-Pro-Max-128GB-i.88201679.6360756336,2021-08-16,289
5600084939,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPhone 11 64GB",b107f2e6167adb250100ec4c8d028a57,VND,767,1,102,1731,3780,166483,100013,637,268959746,0,normal,2199000000000,0,0,0,NULL,"Black, White, Red, Yellow, Purple, Green","Màu sắc",6,4.899053627760252,637,"637, 6, 4, 5, 21, 601",327,269,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPhone-11-64GB-i.88201679.5600084939,2021-08-16,290
9919008756,88201679,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Apple 20W USB-C Power Adapter",b4d8f2c5ec5de05b98a68ba1fdc17d4c,VND,38,1,149,2889,1082,55028,100013,1238,268435458,0,normal,59000000000,99000000000,40,40,40%,,,1,4.938461538461539,1238,"1238, 10, 2, 5, 28, 1193",646,588,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Apple-20W-USB-C-Power-Adapter-i.88201679.9919008756,2021-08-16,291
5660743161,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPhone 12 Pro 128GB",ee36c328b153eb692a2b10b330602dbd,VND,32,1,12,1074,2177,95133,100013,411,268959746,0,normal,2619000000000,3099000000000,15,15,15%,"Silver, Graphite, Gold, Pacific Blue",Color,4,4.860294117647059,411,"411, 13, 1, 1, 11, 385",210,168,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPhone-12-Pro-128GB-i.88201679.5660743161,2021-08-16,292
5873954476,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple MacBook Air (2020) M1 Chip, 13.3-inch, 8GB, 256GB SSD",575e04c0e1d08b5f1b9f624a8d6b1419,VND,17,1,66,591,1934,86352,100644,216,268959746,0,normal,2539000000000,2899000000000,12,12,12%,"Gold, Silver, Space Gray",Color,3,4.869767441860465,216,"216, 6, 0, 1, 6, 203",122,110,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-MacBook-Air-(2020)-M1-Chip,-13.3-inch,-8GB,-256GB-SSD-i.88201679.5873954476",2021-08-16,293
8407857496,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple MacBook Pro (2020) M1 Chip, 13 inch, 8GB, 256GB SSD",42c51761d53b623a5bc6fcf8772d9e94,VND,181,1,116,569,1375,83798,100644,202,268959746,0,normal,3149000000000,3699000000000,15,15,15%,"Silver, Space Gray",Color,2,4.865,202,"202, 6, 1, 1, 5, 189",110,87,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-MacBook-Pro-(2020)-M1-Chip,-13-inch,-8GB,-256GB-SSD-i.88201679.8407857496",2021-08-16,294
5373960213,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Mac Mini (2020) M1 Chip, 8GB, 256GB SSD",6537e93a0952ec3f602966180ba0bde9,VND,5,1,10,46,349,37272,100644,16,268959746,0,normal,1690000000000,1999000000000,15,15,15%,,,1,4.75,16,"16, 1, 0, 0, 0, 15",11,8,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Mac-Mini-(2020)-M1-Chip,-8GB,-256GB-SSD-i.88201679.5373960213",2021-08-16,295
4460739364,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPhone 12 128GB",c571780f3a85716c7aa3ec70360b1807,VND,2,1,79,651,1581,114722,100013,255,268959746,0,normal,2699000000000,0,0,0,NULL,"Black, White, Product Red, Green, Blue, Purple",Color,6,4.905882352941177,255,"255, 3, 1, 0, 9, 242",137,112,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPhone-12-128GB-i.88201679.4460739364,2021-08-16,296
7957497677,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch SE 40mm GPS Sport Band",4e19c33584684be04e886b9652fc2b89,VND,33,1,10,331,706,52417,100013,156,268959746,0,normal,700000000000,899000000000,22,22,22%,"Sliver Aluminum , Space Gray Aluminum",Color,2,4.967948717948718,156,"156, 0, 0, 2, 1, 153",90,80,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-SE-40mm-GPS-Sport-Band-i.88201679.7957497677,2021-08-16,297
4660739098,88201679,"Apple iPhone 12 64GB",c571780f3a85716c7aa3ec70360b1807,VND,1,1,0,849,1500,10250,100013,325,268959746,0,normal,2039000000000,0,0,0,NULL,"Black, White, Product Red, Green, Blue, Purple",Color,6,4.928125,324,"324, 5, 2, 3, 5, 309",168,131,0,0,1,0,https://shopee.vn/Apple-iPhone-12-64GB-i.88201679.4660739098,2021-08-16,298
3167174994,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch SE 44mm GPS Sport Band",2b9e53607bf8351e49e0f9718cfe0e91,VND,30,1,7,352,1171,34150,100013,173,268959746,0,normal,709000000000,999000000000,29,29,29%,"Sliver Aluminum, Space Gray Aluminum, Gold Aluminum",Color,3,4.913294797687861,173,"173, 2, 1, 1, 2, 167",96,84,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-SE-44mm-GPS-Sport-Band-i.88201679.3167174994,2021-08-16,299
5157517143,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch Series 6 44mm GPS Sport Band",f8ec3b6cd40e8f637116dd6b2c83aed4,VND,131,1,11,341,820,46675,100013,146,268959746,0,normal,989000000000,1399000000000,29,29,29%,"Sliver Aluminum, Space Gray Aluminum, Blue Aluminum, Gold Aluminum ",Color,4,4.8561643835616435,146,"146, 3, 0, 2, 5, 136",68,61,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-6-44mm-GPS-Sport-Band-i.88201679.5157517143,2021-08-16,300
3400182282,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPhone 11 128GB",e891e6f900bf8b1760a343231e31f726,VND,5,1,169,705,2004,51502,100013,256,268959746,0,normal,2299000000000,0,0,0,NULL,"Yellow, Purple, Green, Black, Red, White","Màu sắc",6,4.827450980392157,256,"256, 6, 2, 5, 7, 236",121,95,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPhone-11-128GB-i.88201679.3400182282,2021-08-16,301
3355877166,88201679,"[Mã ELMALL300K giảm 5% đơn 500K] Apple Magic Mouse 2 Multi-Touch",65839ad53060d658482f23c57197ebe2,VND,11,1,27,189,378,18584,100644,86,268435458,0,normal,178000000000,299000000000,40,40,40%,"Silver, Space Grey","Màu sắc",2,4.9186046511627906,86,"86, 0, 0, 1, 5, 80",51,46,0,0,1,0,https://shopee.vn/[Mã-ELMALL300K-giảm-5%-đơn-500K]-Apple-Magic-Mouse-2-Multi-Touch-i.88201679.3355877166,2021-08-16,302
6446665760,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch Series 3 38mm GPS Sport Band",982a277b97e49732507d9d68341267c6,VND,2,1,11,144,945,39143,100013,54,268959746,0,normal,475000000000,759000000000,37,37,37%,"White, Black","Màu Sắc",2,4.981481481481482,54,"54, 0, 0, 0, 1, 53",34,31,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-3-38mm-GPS-Sport-Band-i.88201679.6446665760,2021-08-16,303
6257515197,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch Series 6 40mm GPS Sport Band",bbc515c097847a607b9c7918f72fb2fa,VND,71,1,7,224,581,28316,100013,78,268959746,0,normal,950000000000,1299000000000,27,27,27%,"Sliver Aluminum, Space Gray Aluminum , Blue Aluminum ",Color,3,4.833333333333333,78,"78, 2, 1, 1, 0, 74",39,32,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-Series-6-40mm-GPS-Sport-Band-i.88201679.6257515197,2021-08-16,304
7776963031,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple iPad Air 4 10.9-inch Wi-Fi 256GB",74a8326d4b2d1c617bab5a49f450341b,VND,1,1,3,67,808,13450,100013,31,268959746,0,normal,2149000000000,0,0,0,NULL,"Green, Sky Blue, Gray, Rose Gold, Silver","Màu Sắc",5,4.67741935483871,31,"31, 2, 0, 0, 2, 27",20,17,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-iPad-Air-4-10.9-inch-Wi-Fi-256GB-i.88201679.7776963031,2021-08-16,305
9507855881,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple MacBook Air (2020) M1 Chip, 13.3-inch, 8GB, 512GB SSD",575e04c0e1d08b5f1b9f624a8d6b1419,VND,1,1,2,58,348,20412,100644,17,268959746,0,normal,3599000000000,3599000000000,0,18,18%,"Gold, Silver, Space Gray",Color,3,4.882352941176471,17,"17, 0, 0, 1, 0, 16",7,4,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-MacBook-Air-(2020)-M1-Chip,-13.3-inch,-8GB,-512GB-SSD-i.88201679.9507855881",2021-08-16,306
9453752636,88201679,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Apple AirTag - 1 pack",f99f0a8cafc02c651e244d105fe4911a,VND,17,1,25,63,296,18351,100535,26,268435458,0,normal,69000000000,79000000000,13,13,13%,,,1,4.846153846153846,26,"26, 1, 0, 0, 0, 25",9,9,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Apple-AirTag---1-pack-i.88201679.9453752636,2021-08-16,307
6773948914,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple MacBook Pro (2020) M1 Chip, 13 inch, 8GB, 512GB SSD",42c51761d53b623a5bc6fcf8772d9e94,VND,8,1,5,19,220,21629,100644,7,268959746,0,normal,3599000000000,4299000000000,16,16,16%,"Silver, Space Gray",Color,2,5,7,"7, 0, 0, 0, 0, 7",5,4,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-MacBook-Pro-(2020)-M1-Chip,-13-inch,-8GB,-512GB-SSD-i.88201679.6773948914",2021-08-16,308
9537158575,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple AirPods Max",d24624c1a6a510b63e143a2925bbf159,VND,1,1,1,20,238,6803,100013,9,268959744,0,normal,1219000000000,1399000000000,13,13,13%,"Silver, Sky Blue, Pink, Space Grey, Green",Color,5,4.75,9,"9, 1, 0, 1, 0, 7",5,5,0,0,0,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-AirPods-Max-i.88201679.9537158575,2021-08-16,309
9153753594,88201679,"[Mã ELMALL300K giảm 5% đơn 500K] Apple AirTag - 4 pack",f99f0a8cafc02c651e244d105fe4911a,VND,69,1,0,7,42,4538,100535,3,268435456,0,normal,279000000000,0,0,0,NULL,,,1,5,3,"3, 0, 0, 0, 0, 3",2,0,0,0,0,0,https://shopee.vn/[Mã-ELMALL300K-giảm-5%-đơn-500K]-Apple-AirTag---4-pack-i.88201679.9153753594,2021-08-16,310
7773953870,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Mac Mini (2020) M1 Chip, 8GB, 512GB SSD",0c57b9eeb62e29548f3d1ba1531064c9,VND,7,1,0,1,71,17671,100644,1,268959746,0,normal,2185000000000,2499000000000,13,13,13%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,"https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Mac-Mini-(2020)-M1-Chip,-8GB,-512GB-SSD-i.88201679.7773953870",2021-08-16,311
9969336679,88201679,"Vòng Đeo AirTag - Hàng Chính Hãng",9f820c4b43fadfa83f6696dd6c88ac2a,VND,20,1,0,0,11,1363,100013,0,268435456,0,normal,79000000000,0,0,0,NULL,"Sunflower, Electric Orange, Deep Navy, White",Color,4,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/Vòng-Đeo-AirTag---Hàng-Chính-Hãng-i.88201679.9969336679,2021-08-16,312
3992454875,88201679,"Vòng da Apple AirTag",eed0f0fab92e7f8ae6fea181f7fc1b10,VND,5,1,0,0,5,887,100013,0,268435456,0,normal,119000000000,0,0,0,NULL,"Saddle Brown, (PRODUCT) Red",Color,2,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/Vòng-da-Apple-AirTag-i.88201679.3992454875,2021-08-16,313
11721009313,88201679,"Apple iPhone 12 Pro Max Silicone Case with MagSafe",c74812031032bb440a57049975e4157f,VND,1,1,0,0,1,980,100013,0,268959746,0,normal,179000000000,0,0,0,NULL,"Cyprus Green",Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Apple-iPhone-12-Pro-Max-Silicone-Case-with-MagSafe-i.88201679.11721009313,2021-08-16,314
9482371638,88201679,"Apple iPhone 12 | 12 Pro Silicone Case with MagSafe",c74812031032bb440a57049975e4157f,VND,1,1,0,0,2,496,100013,0,268959746,0,normal,179000000000,0,0,0,NULL,"Cyprus Green",Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Apple-iPhone-12-|-12-Pro-Silicone-Case-with-MagSafe-i.88201679.9482371638,2021-08-16,315
9281294613,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple TV HD 2021 32GB MHY93",961c85609c0610f6ad0a7f1ca3a49d82,VND,10,1,0,0,6,811,100010,0,268435456,0,normal,499000000000,0,0,0,NULL,MHY93ZA/A,MHY93ZA/A,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-TV-HD-2021-32GB-MHY93-i.88201679.9281294613,2021-08-16,316
8782382442,88201679,"Apple iPhone 12 Pro Max Silicone Case with MagSafe - White",c84af154b61ccf0acd6a994c0e6c47e4,VND,1,1,0,0,3,831,100013,0,268959746,0,normal,179000000000,0,0,0,NULL,White,Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Apple-iPhone-12-Pro-Max-Silicone-Case-with-MagSafe---White-i.88201679.8782382442,2021-08-16,317
8682382499,88201679,"Apple USB-C to Lightning Cable (1m)",dac80df0b6b00794d856bfa5094c53a3,VND,3,1,0,0,20,3888,100013,0,268959746,0,normal,59000000000,0,0,0,NULL,V1,N1,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Apple-USB-C-to-Lightning-Cable-(1m)-i.88201679.8682382499,2021-08-16,318
8582382819,88201679,"Apple iPhone 12 | 12 Pro Silicone Case with MagSafe - Deep Navy",f03873e815e3ba3a28e181a7ba980c91,VND,1,1,0,0,1,264,100013,0,268959746,0,normal,179000000000,0,0,0,NULL,"Deep Navy",Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Apple-iPhone-12-|-12-Pro-Silicone-Case-with-MagSafe---Deep-Navy-i.88201679.8582382819,2021-08-16,319
8282357712,88201679,"[Mã ELMALL1TR giảm 5% đơn 3TR] Apple Watch Nike Series 5 40mm GPS + Cellular",f903abc3cff07aec005a600b1a9208dc,VND,3,1,0,0,15,5374,100013,0,268959746,0,normal,1159000000000,0,0,0,NULL,"Space Gray Aluminum",Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Apple-Watch-Nike-Series-5-40mm-GPS-+-Cellular-i.88201679.8282357712,2021-08-16,320
5395576705,88201679,"Apple iPhone 12 | 12 Pro Silicone Case with MagSafe - White",c84af154b61ccf0acd6a994c0e6c47e4,VND,1,1,0,0,1,417,100013,0,268959744,0,normal,179000000000,0,0,0,NULL,White,Color,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/Apple-iPhone-12-|-12-Pro-Silicone-Case-with-MagSafe---White-i.88201679.5395576705,2021-08-16,321
2110972003,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,32,1,90,4672,3044,34468,100010,1859,268435458,0,normal,199000000000,300000000000,34,34,34%,,,1,4.908552985476063,1859,"1859, 14, 6, 19, 58, 1762",823,600,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-08-16,1899
4737194401,65589552,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Điện Thoại Samsung Galaxy M21 (64GB/4GB) - Hàng Chính Hãng",cb83e5244d97f379e4bc647b2d0a7671,VND,258,1,851,5953,3235,96919,100013,2081,268959746,0,normal,379000000000,549000000000,31,31,31%,"Đen, Xanh",Màu,2,4.901923076923077,2081,"2081, 16, 7, 24, 75, 1959",1119,811,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Điện-Thoại-Samsung-Galaxy-M21-(64GB/4GB)---Hàng-Chính-Hãng-i.65589552.4737194401,2021-08-16,1900
1622955655,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,183,1,87,3854,6043,32105,100010,1489,268435458,0,normal,119000000000,199000000000,40,40,40%,,,1,4.900470746469401,1489,"1489, 11, 5, 11, 73, 1389",705,478,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-08-16,1901
5547907031,65589552,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Smart Tivi Samsung Màn Hình Cong Crystal UHD 55inch UA55TU8300KXXV - Miễn phí lắp đặt",d5a1fc7e647597cec243042b7a73d3c4,VND,120,1,3,1323,1543,25109,100010,554,268959746,0,normal,1399000000000,2240000000000,38,38,38%,,,1,4.84573502722323,554,"554, 7, 7, 9, 28, 503",282,204,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Smart-Tivi-Samsung-Màn-Hình-Cong-Crystal-UHD-55inch-UA55TU8300KXXV---Miễn-phí-lắp-đặt-i.65589552.5547907031,2021-08-16,1902
1641696189,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,3,1,32,793,1023,12539,100010,344,268435458,0,normal,219000000000,299900000000,27,27,27%,,,1,4.851744186046512,344,"344, 4, 3, 7, 12, 318",163,119,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-08-16,1903
6685849255,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Điện Thoại Samsung Galaxy M12 (3GB/32GB) - Hãng Phân Phối Chính Thức",a277200d45df2ef46c4adafbdb1cd489,VND,1529,1,434,1200,862,72967,100013,369,268435458,0,normal,289000000000,349000000000,17,17,17%,"Xanh, Đen",Màu,2,4.9105691056910565,369,"369, 5, 0, 3, 7, 354",189,150,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Điện-Thoại-Samsung-Galaxy-M12-(3GB/32GB)---Hãng-Phân-Phối-Chính-Thức-i.65589552.6685849255,2021-08-16,1904
7302666105,65589552,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Màn Hình Samsung LS24R350FHEXXV 24inch FullHD 5ms 75Hz AMD FreeSync -Hàng Chính Hãng",02238f8a25cc10ee818d0d77197ea7be,VND,59,1,14,403,6192,28603,100644,191,268959746,0,normal,349000000000,371900000000,6,6,6%,,,1,4.717277486910994,191,"191, 7, 2, 5, 10, 167",99,77,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Màn-Hình-Samsung-LS24R350FHEXXV-24inch-FullHD-5ms-75Hz-AMD-FreeSync--Hàng-Chính-Hãng-i.65589552.7302666105,2021-08-16,1905
10009869231,65589552,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Điện Thoại Samsung Galaxy A31 6GB/128GB - Hàng Chính Hãng",e53d45f3c65c0f262185b2ee230f75c8,VND,206,1,766,1277,718,105197,100013,357,268959746,0,normal,469000000000,649000000000,28,28,28%,"Prism Crush Black, Prism Crush White, Prism Crush Blue","Màu Sắc",3,4.901685393258427,357,"357, 4, 2, 5, 6, 340",191,158,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Điện-Thoại-Samsung-Galaxy-A31-6GB/128GB---Hàng-Chính-Hãng-i.65589552.10009869231,2021-08-16,1906
2632230916,65589552,"[Nhập ELSSCP1TR giảm 5% tối đa 1 Triệu] Điện thoại Samsung Galaxy Note 10+ 256GB",e0e8898d08434f4f9b685481e1583646,VND,549,1,173,331,640,104563,100013,114,268959746,0,normal,1369000000000,2699000000000,49,49,49%,"Aura Glow, Aura Black","Màu sắc",2,4.894736842105263,114,"114, 2, 0, 1, 2, 109",49,38,0,0,1,0,https://shopee.vn/[Nhập-ELSSCP1TR-giảm-5%-tối-đa-1-Triệu]-Điện-thoại-Samsung-Galaxy-Note-10+-256GB-i.65589552.2632230916,2021-08-16,1907
8643121306,65589552,"Điện Thoại Samsung Galaxy M12 (4GB/64GB) - Hãng Phân Phối Chính Thức",bb2ef3e2b34b615ee229e9a00bb56055,VND,7,1,74,725,660,12570,100013,249,268959746,0,normal,319000000000,389000000000,18,18,18%,"Đen, Xanh dương","Màu Sắc",2,4.855421686746988,249,"249, 3, 2, 3, 12, 229",121,101,0,0,1,0,https://shopee.vn/Điện-Thoại-Samsung-Galaxy-M12-(4GB/64GB)---Hãng-Phân-Phối-Chính-Thức-i.65589552.8643121306,2021-08-16,1908
6517857143,65589552,"[Mã ELSSCP1TR giảm 5% đơn 3TR] Smart Tivi Samsung 43 Inch Full HD UA43T6500AKXXV - Miễn phí lắp đặt",cd7b94f482ab3e33bbff915f0e6fbb81,VND,2,1,4,425,426,3039,100010,135,268959746,0,normal,931900000000,1090000000000,15,15,15%,,,1,4.916666666666667,135,"135, 1, 1, 0, 4, 129",54,39,0,0,1,0,https://shopee.vn/[Mã-ELSSCP1TR-giảm-5%-đơn-3TR]-Smart-Tivi-Samsung-43-Inch-Full-HD-UA43T6500AKXXV---Miễn-phí-lắp-đặt-i.65589552.6517857143,2021-08-16,1909
3656279961,65589552,"[Lưu mã SAM158 giảm 1 Triệu] Smart Tivi Samsung Crystal UHD 4K 55 inch UA55TU6900KXXV-Model 2020- Miễn phí lắp đặt",680d719f564b605f3e7d06f1c0387151,VND,176,1,14,187,374,16046,100010,69,268959746,0,normal,1379000000000,1790000000000,23,23,23%,,,1,4.826086956521739,69,"69, 0, 1, 2, 5, 61",33,21,0,0,1,0,https://shopee.vn/[Lưu-mã-SAM158-giảm-1-Triệu]-Smart-Tivi-Samsung-Crystal-UHD-4K-55-inch-UA55TU6900KXXV-Model-2020--Miễn-phí-lắp-đặt-i.65589552.3656279961,2021-08-16,1910
4018019342,65589552,"[Mã ELSSCP1TR giảm 5% đơn 3TR] Smart Tivi LED SAMSUNG 32 Inch UA32T4500AKXXV - Miễn phí lắp đặt",8929e969238da69609bf52b0d1c03f17,VND,40,1,2,211,457,4371,100010,85,268959746,0,normal,720000000000,800000000000,10,10,10%,,,1,4.823529411764706,85,"85, 3, 0, 0, 3, 79",45,33,0,0,1,0,https://shopee.vn/[Mã-ELSSCP1TR-giảm-5%-đơn-3TR]-Smart-Tivi-LED-SAMSUNG-32-Inch-UA32T4500AKXXV---Miễn-phí-lắp-đặt-i.65589552.4018019342,2021-08-16,1911
3708117588,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò Vi Sóng Samsung ME83X - 23L - Hàng chính hãng",2f0f9915fd5691956dad145de14252bf,VND,23,1,19,899,1192,12178,100010,339,268435458,0,normal,209000000000,269000000000,22,22,22%,,,1,4.893805309734513,339,"339, 1, 1, 7, 15, 315",157,115,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-Vi-Sóng-Samsung-ME83X---23L---Hàng-chính-hãng-i.65589552.3708117588,2021-08-16,1912
9310935432,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Tai Nghe Bluetooth True Wireless Samsung Galaxy Buds Live - Hàng Chính Hãng",076cd3c3e70dda6ae9b4aece25b1513a,VND,397,1,158,4893,3208,75008,100535,2230,268435458,0,normal,229000000000,449000000000,49,49,49%,"Xanh Huyền Bí, Đỏ Huyền Bí, Đồng Huyền Bí",Màu,3,4.8678057553956835,2230,"2230, 30, 12, 37, 88, 2063",1166,967,0,0,1,0,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Tai-Nghe-Bluetooth-True-Wireless-Samsung-Galaxy-Buds-Live---Hàng-Chính-Hãng-i.65589552.9310935432,2021-08-16,1913
